S#,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
192,Shahela Saif,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
193,Saadia Maqbool,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
194,Shawana Jamil,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,Machine Learning and Data mining.,
195,Maham Shahid,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
196,Numera M I Shahid,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
197,Memoona Malik,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
198,Najmun Nisa,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
199,Sabah Suhail,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
200,Saneeha Amir,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
201,Rizwan Rashid,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,MS,Blekinge Institute of Technology,Sweden,,,
202,Sehresh Khan,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
203,Sidra Malik,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
204,Nusrat Shaheen,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
205,Saira Beg,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
206,Behjat Zuhaira,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
207,Muhammad Fayez,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
208,Isma ul Hassan,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
209,Bushra Naz,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
210,Hilal Jan,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
211,Sidra tul Muntaha,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
212,Umar Iqbal,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
213,Sadia Maryam,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
214,Muhammad Usman Tariq,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
215,Rafia Farooq,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
216,Awais Ahmad,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
217,Qasim Malik,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
218,Sana Nasir,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
219,Hufsa Mohsin,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
220,Waseem Abbas,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
221,Sara Ali,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
222,Azam Khan,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
223,Ahmed Khan,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
224,Gulmina Rextina,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
225,Taimur Shahzad,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
226,Humaira Waqas,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
227,Aaliya Sarfaraz,"COMSATS, Islamabad Campus",Computer Science,Capital,Lecturer,,,,,,
228,Anis ur Rahman,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Grenoble,France,2013,"Visual Perception, Computer Vision, GPGPU",
229,Mian Muhammad Hamayun,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Grenoble,France,2012,"Native Simulation of MPSoC, Virtualization, Software Performance Estimation and Binary Translation",
230,Asad Waqar Malik,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,National University of Sciences and Technology,Pakistan,2012,Parallel and Distributed Simulation,
231,Asad Ali Shah,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Malaya,Malaysia,2017,"Question Answering, Credibility Assessment, Information Retrieval, Information Processing, Semantic Web",
232,Arsalan Ahmad,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,Politecnico di Torino,Italy,2014,"Energy Efficiency in Telecommunication Networks, Optical Network Optimization",
233,Muhammad Zeeshan,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,National University of Sciences and Technology,Pakistan,2016,Wireless Networks,
234,Muazzam A Khan Khattak,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD," University of Missouri, KC",USA,2016,"Wireless Sensor Networks, IOT, Image Encryption and Compression, Localization",
235,Qaiser Riaz,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Bonn,Germany,2015,"Human motion analysis, character animation, inertial based motion analysis, ubiquitous computing, robotics",
236,Safdar Abbas Khan ,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Paris,France,2011,Localization in wireless sensor networks; Soft computing techniques,
237,Sohail Iqbal Khan,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Paris-Est,France,2011,"Surgical Robotics, Mathematical Modeling, Fuzzy Controllers",
238,Sharifullah Khan TI,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,The University of Leeds,UK,2002,"Databases, Information Retrieval",
239,Maajid Maqbool,National University of Sciences and Technology,Computing,Capital,Assistant Professor,MBA, University of Windsor,Canada,1983,Management and Technology in general,
240,Sana Khalique,National University of Sciences and Technology,Computing,Capital,Assistant Professor,MS, National University of Sciences and Technology-NIIT,Pakistan,2005,Distributed Computing,
241,Fahad Ahmed Satti,National University of Sciences and Technology,Computing,Capital,Assistant Professor,MS,University of Trento,Italy,2014,"e-learning, Big Data, Application Development",
242,Muhammad Imran Malik,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,University of Technology,Germany,,Machine Learning,
243,Mudassar Ahmad Mughal,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,Stockholm University,Sweden,,,
244,Nadeem Ahmed,National University of Sciences and Technology,Computing,Capital,Head of Department,PhD,"University of New South Wales, Sydney",Australia,2007,"Wireless Sensor Networks, Data Centre Networking, Software Defined Networking",
245,Muhammad Moazam Fraz,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,Kingston University London,UK,2013,"Pattern Recognition, Computer Vision and Machine Learning, Medical Image Analysis",
246,Muhammad Mudassir Malik,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,Vienna University of Technology,Austria,2009,"Scientific and Information Visualization, Comparative Visualization, Industrial CT (HEC Approved PhD Supervisor)",
247,Imran Mahmood Hashmi,National University of Sciences and Technology,Computing,Capital,Assistant Professor,PhD,KTH Royal Institute of Technology,Sweden,2013,"Software Enginneering, System Modeling and Analysis, Formal Verification",
248,Saad Naeem Zafar,RIPHAH International,Computing,Capital,Dean,PhD,Griffith University,Australia,,"Software Engineering, Requirements Engineering, Software Quality, Software Engineering Education (e-Learning), Cybersecurity (Governance, Management, Audit, Data Security and Privacy)",
249,Naveed Ikram,RIPHAH International,Computing,Capital,Professor/Associate Dean (Research),PhD,University of Salford,UK,2000,"Empirical Software Engineering, Requirements Engineering, Usability Engineering, Global Software Development, Agile Development, Software Engineering Education",
250,Mr. Abdul Mateen,RIPHAH International,Computing,Capital,Assistant Professor/In Charge,MS,,,2016,Information Systems,
251,Muhammad Yousaf,RIPHAH International,Computing,Capital,Assistant Professor,PhD,,,2013,"Computer Engineering, Computer Networks, Network Security, Cyber Security",
252,Rizwan Bin Faiz,RIPHAH International,Computing,Capital,,PhD,Loughborough University,UK,2010,"Artificial Intelligence, Model Base Testing",
253,Muhammad Zubair,RIPHAH International,Computing,Capital,,PhD,"International Islamic University,Islamabad",Pakistan,2008,"Wireless Networks, Evolutionary Computing, Machine Learning",
254,Muhammad Saud Khan,RIPHAH International,Computing,Capital,Assistant Professor,MS,University of Central Missouri,USA,1997,"Software Engineering Practices, Web Development, Software Project Management",PhD in progress 
255,Mr. Musharif Ahmed,RIPHAH International,Computing,Capital,Assistant Professor,MS,Capital University of Science & Technology,Pakistan,2003,"Data Science, Machine Learning, Software Engineering,",PhD in progress 
256,Ms. Hajra Murtaza,RIPHAH International,Computing,Capital,Senior Lecturer,MS,,,2016,,
257,Ms.Sumera Saleem,RIPHAH International,Computing,Capital,Assistant Professor,MS,,,2016,,PhD in progress
258,Mr. Adeel Zafar,RIPHAH International,Computing,Capital,Lecturer,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,2018,,
259,Mr. Syed Sherjeel Ahmad Gilani,RIPHAH International,Computing,Capital,Lecturer,MS,Riphah International University,Pakistan,2011,,PhD in progress
260,Ms. Naurin Zamir,RIPHAH International,Computing,Capital,Lecturer,MS,,,2016,,
261,Ms.Tazznia Malik,RIPHAH International,Computing,Capital,Lecturer,BS,,,2016,,
262,Dr. Azhar Abbas Rizvi,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
263,Ms. Madiha Haider Syed,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
264,Ms. Bushra Almas,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
265,Mr. Abdul Qudus Abbasi,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
266,Ms. Robina Rashid,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
267,Mr. Khurram Gulzar Rana,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
268,Ms. Sidra Batool Kazmi,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
269,Ms. Abida Sadaf,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
270,Mr. M. Munawar Iqbal ,Quaid e Azam University Islamabad,Information Technology,Capital,,,,,,,
271,Waseem Shahzad,FAST-NU(Islamabad),Computer Science,Capital,Professor/HoD,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,2010,"Data Mining, Computational Intelligence, Machine Learning, and Theory of Computation ",
272,Ejaz Ahmed,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,University of BedfordShire,UK,2011,"Databases, Grid Computing, Cloud Computing, Information Systems and Software Applications Architecture",
273,Hammad Naveed,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,University of Illinois,USA,2012,"Computational Structural Biology. He is particularly interested in computational identification of novel drug targets, drug repositioning, biophysical modelling of tissues and computational characterization of membrane proteins.",
274,Hasan Mujtaba Kayani,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,2010,"Artificial Intelligence, Computational Intelligence, Machine Learning, Data Mining & Knowledge Discovery, Evolutionary Gaming, Machine Vision & Robotics",
275,Kashif Munir,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,University of Innsbruck,Austria,2009,"computer networks, high-performance computing and computer communications, performance evaluation (simulation and analytical modeling) of computer and communication systems and mobility management. Currently, he is working on mobility cost analysis in mobile networks.","2 year post doctorate at Telecom Bretagne (Rennes Campus), IRISA, France in 2011/2012"
276,M.Zohaib Zafar Iqbal,FAST-NU(Islamabad),Computer Science,Capital,Associate Professor,PhD,University Of Oslo,Norway,2012,"model-driven engineering, software testing, and empirical software engineering",
277,Ehtesham Zahoor,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,Nancy 2 University,France,2011,Cloud Computing and Services Composition,
278,Hammad Majeed,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University of Limerick,Ireland,2007,"Artificial Intelligence, Computational Intelligence, Machine Learning, Data Mining & Knowledge Discovery, Evolutionary Gaming, Machine Vision & Robotics.",
279,Irum Inayat,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University of Malaya,Malaysia,2015,"agile software development methods, empirical software engineering, requirements engineering, wearable learning, and merger of artificial intelligence with software engineering",
280,Labiba Fahad,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2007,,
281,Mirza Omer Baig,FAST-NU(Islamabad),Computer Science,Capital,Assistant Professor,PhD,University Of Waterloo,Canada,2013,"confluence of Green Computation, Compiler Optimizations, Memory Hierarchy Optimizations, Constraint Programming and Graph Theoretic Algorithms. During the last few years he has worked on several compiler optimization problems targeted towards low-end, power constrained processors. These include formalizing instruction scheduling for clustered architectures, memory hierarchy optimizations and code generation.",
